4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR037507_SRR037507.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR037507_SRR037507.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	5			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-6;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-6;Dmel_r532;modENCODE_4056fastq;4056_SRR037507_SRR037507.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR037508_SRR037508.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR037508_SRR037508.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	4			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-5;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-5;Dmel_r532;modENCODE_4056fastq;4056_SRR037508_SRR037508.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR037509_SRR037509.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR037509_SRR037509.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	4			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-5;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-5;Dmel_r532;modENCODE_4056fastq;4056_SRR037509_SRR037509.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR037510_SRR037510.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR037510_SRR037510.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	4			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-5;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-5;Dmel_r532;modENCODE_4056fastq;4056_SRR037510_SRR037510.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR037511_SRR037511.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR037511_SRR037511.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	4			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-5;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-5;Dmel_r532;modENCODE_4056fastq;4056_SRR037511_SRR037511.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR037512_SRR037512.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR037512_SRR037512.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	4			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-5;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-5;Dmel_r532;modENCODE_4056fastq;4056_SRR037512_SRR037512.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR037513_SRR037513.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR037513_SRR037513.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	4			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-5;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-5;Dmel_r532;modENCODE_4056fastq;4056_SRR037513_SRR037513.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR037514_SRR037514.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR037514_SRR037514.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	4			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-5;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-5;Dmel_r532;modENCODE_4056fastq;4056_SRR037514_SRR037514.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR037515_SRR037515.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR037515_SRR037515.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	4			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-5;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-5;Dmel_r532;modENCODE_4056fastq;4056_SRR037515_SRR037515.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR037516_SRR037516.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR037516_SRR037516.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	4			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-5;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-5;Dmel_r532;modENCODE_4056fastq;4056_SRR037516_SRR037516.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR037517_SRR037517.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR037517_SRR037517.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	4			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-5;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-5;Dmel_r532;modENCODE_4056fastq;4056_SRR037517_SRR037517.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR037518_SRR037518.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR037518_SRR037518.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	4			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-5;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-5;Dmel_r532;modENCODE_4056fastq;4056_SRR037518_SRR037518.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039433_SRR039433.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039433_SRR039433.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	0			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-1;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-1;Dmel_r532;modENCODE_4056fastq;4056_SRR039433_SRR039433.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039434_SRR039434.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039434_SRR039434.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	0			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-1;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-1;Dmel_r532;modENCODE_4056fastq;4056_SRR039434_SRR039434.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039435_SRR039435.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039435_SRR039435.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	0			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-1;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-1;Dmel_r532;modENCODE_4056fastq;4056_SRR039435_SRR039435.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039436_SRR039436.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039436_SRR039436.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	1			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-2;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-2;Dmel_r532;modENCODE_4056fastq;4056_SRR039436_SRR039436.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039437_SRR039437.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039437_SRR039437.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	1			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-2;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-2;Dmel_r532;modENCODE_4056fastq;4056_SRR039437_SRR039437.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039438_SRR039438.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039438_SRR039438.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	1			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-2;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-2;Dmel_r532;modENCODE_4056fastq;4056_SRR039438_SRR039438.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039439_SRR039439.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039439_SRR039439.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	0			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-1;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-1;Dmel_r532;modENCODE_4056fastq;4056_SRR039439_SRR039439.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039440_SRR039440.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039440_SRR039440.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	0			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-1;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-1;Dmel_r532;modENCODE_4056fastq;4056_SRR039440_SRR039440.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039441_SRR039441.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039441_SRR039441.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	0			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-1;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-1;Dmel_r532;modENCODE_4056fastq;4056_SRR039441_SRR039441.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039442_SRR039442.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039442_SRR039442.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	0			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-1;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-1;Dmel_r532;modENCODE_4056fastq;4056_SRR039442_SRR039442.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039443_SRR039443.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039443_SRR039443.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	0			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-1;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-1;Dmel_r532;modENCODE_4056fastq;4056_SRR039443_SRR039443.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039444_SRR039444.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039444_SRR039444.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	0			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-1;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-1;Dmel_r532;modENCODE_4056fastq;4056_SRR039444_SRR039444.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039445_SRR039445.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039445_SRR039445.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	0			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-1;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-1;Dmel_r532;modENCODE_4056fastq;4056_SRR039445_SRR039445.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039446_SRR039446.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039446_SRR039446.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	1			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-2;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-2;Dmel_r532;modENCODE_4056fastq;4056_SRR039446_SRR039446.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039447_SRR039447.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039447_SRR039447.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	1			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-2;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-2;Dmel_r532;modENCODE_4056fastq;4056_SRR039447_SRR039447.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039448_SRR039448.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039448_SRR039448.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	1			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-2;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-2;Dmel_r532;modENCODE_4056fastq;4056_SRR039448_SRR039448.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039449_SRR039449.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039449_SRR039449.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	1			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-2;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-2;Dmel_r532;modENCODE_4056fastq;4056_SRR039449_SRR039449.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039450_SRR039450.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039450_SRR039450.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	1			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-2;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-2;Dmel_r532;modENCODE_4056fastq;4056_SRR039450_SRR039450.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
